patologia,relazione,entita_collegata,tipo_entita,diagnosi,esami_laboratorio,ambito,terapia,farmaci,quadro_radiologico,anatomia_patologica
Lupus Eritematoso Sistemico,HA_SINTOMO,Alopecia,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Fatigue,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Nefrite lupica,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Pleurite,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Pericardite,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Anemia,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Leucopenia,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Piastrinopenia,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,Fenomeno di Raynaud,sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,HA_SINTOMO,"Xerostomia, xeroftalmia",sintomo,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Sesso femminile,stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Età riproduttiva (15-45 anni),stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,"Predisposizione genetica (HLA-DR2, DR3)",stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Esposizione solare,stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Infezioni (EBV),stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,"Farmaci (procainamide, idralazina, isoniazide)",stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Fumo,stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
Lupus Eritematoso Sistemico,FATTORE_RISCHIO,Ormoni estrogeni,stile_vita,"Criteri ACR/EULAR 2019 (11 criteri, almeno 4 per diagnosi), ANA, anti-dsDNA, anti-Sm, complemento (C3, C4), emocromo, funzionalità renale, urine con sedimentoscopia, biopsia renale","ANA, anti-dsDNA, anti-Sm, C3, C4, emocromo, VES, PCR, funzionalità renale, proteinuria 24h, sedimentoscopia",Reumatologia,"Idrossiclorochina (base della terapia), corticosteroidi, immunosoppressori (Micofenolato, Azatioprina, Ciclofosfamide), biologici (Belimumab, Anifrolumab), fotoprotzione, gestione delle complicanze d'organo","Idrossiclorochina 200-400mg/die
Prednisone 0.5-1mg/kg/die (riduzione progressiva)
Micofenolato 1-3g/die
Azatioprina 1-2.5mg/kg/die
Belimumab 200mg sottocute/settimana
Ciclofosfamide 0.5-1g/m² IV mensile
Anifrolumab 300mg sottocute ogni 4 settimane
Metotressato 10-25mg/settimana","Rx torace: versamento pleurico, cardiomegalia, infiltrati polmonari. TC: linfoadenopatia, versamento pericardico. Rx arti: erosioni non tipiche, osteoporosi. Ecografia renale: dimensioni renali normali o aumentate. La TC e la RM sono utili per valutare le complicanze neurologiche e cardiache.
","Biopsia renale (nefrite lupica): proliferazione mesangiale, deposizione subendoteliale e subepiteliale di immunocomplessi (a 'grande spessa', 'a cipolla'), wire loop, fibrosi e sclerosi glomerulare. Classificazione ISN/RPS: Classe I-VI. Deposizione di IgG, IgM, IgA, C3, C1q (full house).
"
